price,rooms,bathroom,lift,terrace,square_meters,real_state,neighborhood,square_meters_price,Predicciones
1400,3,2,True,False,130,flat,Sarria-Sant Gervasi,10.76923076923077,1400.0
1450,4,2,True,False,120,flat,Sarria-Sant Gervasi,12.083333333333334,1450.0
3300,4,4,True,False,164,flat,Sarria-Sant Gervasi,20.121951219512194,3700.0
2500,5,2,False,False,235,flat,Eixample,10.638297872340424,2500.0
1103,3,2,False,False,101,flat,Ciutat Vella,10.92079207920792,1100.0
800,3,1,True,False,65,flat,Sant Martí,12.307692307692308,800.0
850,1,1,True,False,39,apartment,Sarria-Sant Gervasi,21.7948717948718,850.0
750,2,1,False,False,36,flat,Ciutat Vella,20.83333333333333,750.0
1500,4,2,True,True,140,flat,Eixample,10.714285714285714,1500.0
1050,2,2,True,False,75,flat,Eixample,14.0,1050.0
1250,3,1,False,False,67,flat,Gràcia,18.65671641791045,1280.0
4000,4,3,False,True,220,flat,Eixample,18.181818181818183,4000.0
800,2,1,False,False,56,flat,Ciutat Vella,14.285714285714286,800.0
1200,4,2,True,False,80,flat,Horta- Guinardo,15.0,1200.0
1650,4,2,False,False,163,flat,Sarria-Sant Gervasi,10.122699386503069,1650.0
2900,5,3,True,False,150,flat,Sarria-Sant Gervasi,19.33333333333333,2900.0
2700,3,3,True,False,140,flat,Les Corts,19.285714285714285,2700.0
1100,3,1,True,False,83,flat,Eixample,13.25301204819277,1100.0
1278,3,1,True,False,77,flat,Eixample,16.5974025974026,1250.0
950,3,2,True,False,65,flat,Les Corts,14.615384615384617,950.0
990,2,2,True,False,90,flat,Ciutat Vella,11.0,990.0
1000,1,1,True,False,61,flat,Eixample,16.39344262295082,990.0
800,2,1,True,False,71,flat,Eixample,11.267605633802816,800.0
2650,3,2,True,False,132,flat,Sarria-Sant Gervasi,20.07575757575757,2650.0
1400,2,1,True,False,110,flat,Ciutat Vella,12.727272727272728,1400.0
15000,4,3,True,False,450,apartment,Sarria-Sant Gervasi,33.333333333333336,15000.0
2650,3,2,True,True,136,flat,Sarria-Sant Gervasi,19.48529411764705,2650.0
1800,2,2,True,False,112,apartment,Eixample,16.071428571428573,1800.0
3600,5,4,True,True,200,attic,Horta- Guinardo,18.0,3600.0
1050,4,2,True,False,105,flat,Eixample,10.0,1050.0
880,3,1,True,False,59,flat,Sants-Montjuïc,14.915254237288137,880.0
970,2,1,True,True,82,flat,Les Corts,11.829268292682928,970.0
750,3,1,True,False,60,flat,Horta- Guinardo,12.5,750.0
1500,3,3,True,False,128,flat,Eixample,11.71875,1500.0
1500,3,2,True,False,94,flat,Sarria-Sant Gervasi,15.95744680851064,1500.0
2500,3,2,True,True,140,attic,Sarria-Sant Gervasi,17.857142857142858,2500.0
790,2,1,True,False,42,flat,Les Corts,18.80952380952381,790.0
704,3,1,True,False,55,flat,Nou Barris,12.8,704.0
850,2,1,False,False,45,flat,Eixample,18.88888888888889,850.0
900,1,1,True,True,49,attic,Sarria-Sant Gervasi,18.367346938775512,891.0
770,1,1,True,True,30,attic,Sarria-Sant Gervasi,25.666666666666668,770.0
1100,3,2,True,False,88,flat,Les Corts,12.5,1100.0
950,3,1,False,False,78,flat,Ciutat Vella,12.17948717948718,950.0
1300,3,2,False,True,120,flat,Gràcia,10.833333333333334,1300.0
800,2,1,True,False,59,apartment,Sarria-Sant Gervasi,13.559322033898304,815.0
700,2,1,False,False,55,flat,Eixample,12.727272727272728,700.0
1100,2,1,True,True,75,flat,Eixample,14.666666666666666,1100.0
2500,4,2,True,True,172,flat,Sarria-Sant Gervasi,14.534883720930232,2500.0
1300,3,2,False,False,94,flat,Sarria-Sant Gervasi,13.829787234042554,1290.0
700,2,1,True,False,51,flat,Horta- Guinardo,13.72549019607843,700.0
1050,2,1,False,False,55,flat,Les Corts,19.09090909090909,1050.0
1150,3,2,True,True,89,flat,Eixample,12.92134831460674,1150.0
1200,4,2,True,False,90,flat,Les Corts,13.333333333333334,1200.0
580,1,1,False,False,40,flat,Ciutat Vella,14.5,580.0
1400,4,2,True,False,110,flat,Eixample,12.727272727272728,1400.0
845,2,1,True,False,72,flat,Sant Andreu,11.73611111111111,845.0
1100,0,2,True,False,95,flat,Eixample,11.578947368421051,1100.0
775,3,1,True,False,65,flat,Sant Martí,11.923076923076923,775.0
950,2,2,True,False,106,flat,Gràcia,8.962264150943396,950.0
950,3,1,True,False,62,flat,Eixample,15.32258064516129,950.0
1180,4,2,True,False,97,flat,Sarria-Sant Gervasi,12.164948453608249,1180.0
1000,3,1,True,False,63,flat,Ciutat Vella,15.873015873015872,1000.0
1200,4,2,True,False,90,flat,Gràcia,13.333333333333334,1200.0
890,3,2,True,False,81,flat,Sant Martí,10.987654320987655,890.0
700,2,1,False,False,71,flat,Ciutat Vella,9.859154929577464,700.0
1400,0,1,True,False,110,flat,Eixample,12.727272727272728,1400.0
1400,2,2,True,False,73,flat,Sant Martí,19.17808219178082,1500.0
1150,3,1,True,True,85,flat,Eixample,13.529411764705882,1150.0
1250,3,2,True,True,80,flat,Les Corts,15.625,1250.0
1600,4,2,True,True,80,flat,Sants-Montjuïc,20.0,1600.0
950,3,2,True,False,80,flat,Gràcia,11.875,950.0
1050,3,1,True,True,90,flat,Gràcia,11.666666666666666,1060.0
1800,4,2,True,True,90,flat,Eixample,20.0,1800.0
1100,3,2,True,False,70,flat,Sant Martí,15.714285714285714,1100.0
1190,4,1,True,False,100,flat,Eixample,11.9,1190.0
950,2,1,True,False,76,flat,Gràcia,12.5,950.0
950,2,1,True,False,76,flat,Gràcia,12.5,950.0
775,1,1,False,False,40,flat,Ciutat Vella,19.375,775.0
795,1,1,True,True,46,flat,Gràcia,17.282608695652176,795.0
700,1,1,False,False,45,flat,Sants-Montjuïc,15.555555555555555,700.0
2500,3,2,True,True,140,attic,Sarria-Sant Gervasi,17.857142857142858,2500.0
550,1,1,True,False,30,flat,Les Corts,18.33333333333333,550.0
800,1,1,True,False,55,flat,Sants-Montjuïc,14.545454545454543,800.0
995,3,1,True,True,72,flat,Sant Martí,13.819444444444445,995.0
850,2,1,False,False,52,flat,Sants-Montjuïc,16.346153846153847,850.0
750,1,1,True,True,52,study,Sarria-Sant Gervasi,14.423076923076923,750.0
975,2,1,True,True,75,flat,Eixample,13.0,975.0
1000,3,1,False,False,72,flat,Nou Barris,13.88888888888889,995.0
850,3,2,False,False,90,attic,Horta- Guinardo,9.444444444444445,850.0
800,2,1,False,False,40,flat,Sants-Montjuïc,20.0,800.0
750,1,1,False,False,63,flat,Ciutat Vella,11.904761904761903,750.0
1400,3,2,True,True,132,flat,Eixample,10.606060606060606,1400.0
1950,3,2,False,False,135,flat,Les Corts,14.444444444444445,1739.0
1750,4,2,True,False,137,flat,Eixample,12.773722627737229,1750.0
1050,2,1,True,False,48,flat,Eixample,21.875,1050.0
1250,3,1,False,False,62,flat,Ciutat Vella,20.161290322580644,1250.0
795,1,1,True,False,25,flat,Sarria-Sant Gervasi,31.8,795.0
895,1,1,True,False,40,flat,Gràcia,22.375,895.0
1190,2,2,True,False,68,flat,Gràcia,17.5,1190.0
795,1,1,False,False,42,flat,Ciutat Vella,18.928571428571427,795.0
1195,2,1,True,False,70,flat,Eixample,17.071428571428573,1195.0
745,1,1,False,False,50,flat,Sants-Montjuïc,14.9,745.0
1600,4,2,True,False,155,flat,Sarria-Sant Gervasi,10.32258064516129,1600.0
1100,2,1,False,True,72,flat,Horta- Guinardo,15.27777777777778,1100.0
1100,4,2,False,False,85,flat,Gràcia,12.941176470588236,1100.0
826,2,1,True,False,58,flat,Eixample,14.241379310344827,826.0
2600,4,3,True,True,200,flat,Les Corts,13.0,2600.0
1450,4,2,True,False,130,flat,Sarria-Sant Gervasi,11.153846153846152,1450.0
500,1,1,False,True,16,study,Ciutat Vella,31.25,545.0
1100,4,2,False,False,100,flat,Eixample,11.0,1100.0
2100,2,2,True,True,103,flat,Eixample,20.388349514563107,2100.0
1040,2,1,True,True,40,attic,Eixample,26.0,1051.0
1080,3,1,True,False,86,flat,Eixample,12.55813953488372,1080.0
2457,2,2,False,False,75,apartment,Ciutat Vella,32.76,2457.0
2000,4,1,False,False,140,apartment,Horta- Guinardo,14.285714285714286,2000.0
900,1,1,False,False,40,apartment,Sant Andreu,22.5,900.0
1500,2,2,False,False,95,apartment,Les Corts,15.789473684210526,1500.0
2200,2,2,False,False,65,apartment,Eixample,33.84615384615385,2200.0
550,1,1,False,False,38,flat,Sant Andreu,14.473684210526317,550.0
1900,3,2,True,False,90,flat,Sant Martí,21.11111111111111,1900.0
1452,1,1,False,False,45,apartment,Ciutat Vella,32.266666666666666,1452.0
1500,2,1,False,False,86,apartment,Ciutat Vella,17.441860465116278,1500.0
850,1,1,False,False,25,apartment,Ciutat Vella,34.0,850.0
1350,2,1,True,True,56,flat,Eixample,24.107142857142858,1350.0
936,3,2,True,False,90,flat,Horta- Guinardo,10.4,950.0
1000,4,2,True,False,100,flat,Sant Andreu,10.0,1000.0
890,2,1,True,False,61,flat,Gràcia,14.59016393442623,890.0
795,2,2,True,True,56,flat,Horta- Guinardo,14.196428571428571,795.0
1500,4,2,True,True,133,flat,Eixample,11.278195488721805,1500.0
950,1,2,True,False,57,flat,Eixample,16.666666666666668,950.0
950,1,2,True,False,57,flat,Eixample,16.666666666666668,950.0
850,1,1,True,True,50,flat,Sant Andreu,17.0,850.0
1250,3,2,True,True,94,flat,Sarria-Sant Gervasi,13.297872340425531,1250.0
1550,2,1,True,False,65,flat,Sarria-Sant Gervasi,23.846153846153847,1440.0
995,1,1,True,False,50,flat,Gràcia,19.9,995.0
750,1,1,False,False,40,flat,Ciutat Vella,18.75,750.0
1545,3,2,True,False,88,flat,Eixample,17.556818181818183,1545.0
1200,1,1,True,False,60,flat,Gràcia,20.0,1200.0
1400,2,1,True,False,50,flat,Ciutat Vella,28.0,1400.0
1550,1,1,True,True,90,flat,Eixample,17.22222222222222,1550.0
1795,3,2,True,False,70,flat,Eixample,25.642857142857142,1795.0
1295,2,1,True,False,70,flat,Gràcia,18.5,1295.0
500,1,1,True,False,30,study,Gràcia,16.666666666666668,500.0
700,1,1,True,False,45,flat,Ciutat Vella,15.555555555555555,700.0
900,3,2,True,False,100,flat,Eixample,9.0,900.0
1100,4,1,True,False,75,flat,Eixample,14.666666666666666,1100.0
1200,3,1,True,True,95,flat,Eixample,12.63157894736842,1200.0
1150,3,1,False,False,80,flat,Ciutat Vella,14.375,1150.0
1350,2,1,True,True,84,flat,Les Corts,16.071428571428573,1350.0
850,3,2,True,False,82,flat,Eixample,10.365853658536585,850.0
725,2,1,False,False,60,flat,Sants-Montjuïc,12.083333333333334,725.0
2805,4,3,True,False,197,flat,Eixample,14.238578680203046,2805.0
1300,2,2,True,True,77,flat,Eixample,16.883116883116884,1300.0
1500,1,1,True,True,51,apartment,Eixample,29.41176470588235,1500.0
850,2,1,False,False,57,flat,Sarria-Sant Gervasi,14.912280701754383,850.0
1256,3,2,True,False,100,flat,Eixample,12.56,1256.0
2650,4,3,True,True,187,attic,Eixample,14.171122994652409,2650.0
900,2,1,True,False,75,flat,Eixample,12.0,900.0
1020,4,2,True,True,89,flat,Sant Martí,11.460674157303371,1020.0
750,1,1,True,False,42,flat,Sarria-Sant Gervasi,17.857142857142858,750.0
750,1,1,True,False,42,flat,Sarria-Sant Gervasi,17.857142857142858,750.0
1050,2,1,True,True,55,attic,Sarria-Sant Gervasi,19.09090909090909,1050.0
1150,3,2,True,False,87,flat,Sants-Montjuïc,13.218390804597702,1150.0
785,2,2,True,True,70,flat,Eixample,11.214285714285714,785.0
1050,2,1,True,False,77,flat,Sarria-Sant Gervasi,13.636363636363637,1050.0
1050,2,1,True,False,65,flat,Ciutat Vella,16.153846153846153,1050.0
870,1,1,True,False,45,flat,Gràcia,19.33333333333333,850.0
960,4,2,True,False,79,flat,Sant Martí,12.151898734177216,950.0
1250,2,1,True,True,85,flat,Eixample,14.705882352941176,1216.0
690,2,1,False,False,61,flat,Nou Barris,11.311475409836063,690.0
1190,3,2,True,False,85,flat,Eixample,14.0,1190.0
700,3,1,True,False,53,flat,Sant Andreu,13.20754716981132,700.0
2500,4,2,True,True,130,flat,Sant Martí,19.23076923076923,2475.0
850,1,1,False,False,50,flat,Les Corts,17.0,850.0
4000,5,4,False,True,280,flat,Sarria-Sant Gervasi,14.285714285714286,4000.0
1150,3,1,False,False,80,flat,Eixample,14.375,1150.0
980,4,2,False,False,86,flat,Gràcia,11.395348837209305,980.0
950,1,1,True,False,50,flat,Sarria-Sant Gervasi,19.0,950.0
1250,2,2,True,False,69,flat,Eixample,18.115942028985508,1250.0
925,2,2,False,False,79,flat,Gràcia,11.708860759493673,949.0
1300,2,1,True,False,57,flat,Ciutat Vella,22.80701754385965,1300.0
950,3,2,True,False,82,flat,Les Corts,11.585365853658535,950.0
1400,5,2,True,False,125,flat,Sarria-Sant Gervasi,11.2,1350.0
880,2,1,True,False,64,flat,Horta- Guinardo,13.75,880.0
650,1,1,True,False,50,flat,Eixample,13.0,650.0
1200,3,2,False,True,124,flat,Gràcia,9.67741935483871,1200.0
875,3,1,False,False,75,flat,Sant Martí,11.666666666666666,875.0
900,2,1,True,True,50,flat,Eixample,18.0,900.0
1190,3,2,True,False,70,flat,Ciutat Vella,17.0,1190.0
1750,2,2,False,True,142,flat,Sant Martí,12.32394366197183,1750.0
790,3,1,True,False,69,flat,Sant Andreu,11.44927536231884,790.0
1250,4,2,True,False,118,flat,Sarria-Sant Gervasi,10.59322033898305,1250.0
1100,3,1,True,False,79,flat,Eixample,13.924050632911392,1100.0
995,1,1,False,False,45,flat,Ciutat Vella,22.11111111111111,995.0
1200,2,1,True,False,65,flat,Sant Martí,18.46153846153846,1200.0
1090,2,2,True,False,54,flat,Sants-Montjuïc,20.185185185185187,1090.0
950,2,2,True,True,70,flat,Eixample,13.571428571428571,950.0
1500,2,2,True,False,62,flat,Ciutat Vella,24.193548387096776,1500.0
765,3,1,False,False,54,flat,Ciutat Vella,14.166666666666666,765.0
950,4,2,True,False,72,flat,Les Corts,13.194444444444445,950.0
750,2,1,True,False,56,flat,Eixample,13.392857142857142,750.0
550,1,1,False,False,34,flat,Ciutat Vella,16.176470588235293,575.0
750,3,1,True,False,70,flat,Sant Martí,10.714285714285714,750.0
775,3,2,True,False,72,flat,Horta- Guinardo,10.76388888888889,775.0
700,3,1,False,False,59,flat,Sants-Montjuïc,11.864406779661016,695.0
650,1,1,False,False,28,flat,Gràcia,23.214285714285715,650.0
560,1,1,True,False,27,flat,Les Corts,20.74074074074074,560.0
900,1,1,True,True,40,flat,Ciutat Vella,22.5,900.0
820,3,1,False,False,70,flat,Ciutat Vella,11.714285714285714,820.0
3300,3,2,True,True,152,flat,Sarria-Sant Gervasi,21.71052631578948,3300.0
675,3,1,False,False,63,flat,Nou Barris,10.714285714285714,675.0
1125,2,1,True,False,52,flat,Eixample,21.634615384615383,1125.0
995,1,1,True,False,48,flat,Eixample,20.729166666666668,995.0
1160,3,1,False,False,73,flat,Horta- Guinardo,15.89041095890411,1185.0
1150,1,1,True,False,60,flat,Eixample,19.166666666666668,1150.0
1000,4,2,True,False,77,flat,Gràcia,12.987012987012989,1000.0
1600,2,2,True,False,70,flat,Sarria-Sant Gervasi,22.857142857142858,1600.0
4000,5,4,True,True,300,flat,Sarria-Sant Gervasi,13.333333333333334,3800.0
1600,3,2,True,False,147,flat,Sarria-Sant Gervasi,10.884353741496598,1600.0
950,2,1,True,False,67,flat,Gràcia,14.17910447761194,950.0
1150,2,1,True,False,72,flat,Eixample,15.97222222222222,1150.0
2800,4,3,True,True,274,flat,Sarria-Sant Gervasi,10.218978102189782,2800.0
2650,4,3,True,True,200,flat,Sarria-Sant Gervasi,13.25,2650.0
2800,2,2,True,True,123,attic,Sarria-Sant Gervasi,22.764227642276424,2800.0
3200,4,3,True,True,155,flat,Sarria-Sant Gervasi,20.64516129032258,3200.0
2500,3,2,True,True,140,attic,Sarria-Sant Gervasi,17.857142857142858,2500.0
1290,2,1,False,False,53,flat,Eixample,24.33962264150944,1290.0
3400,5,4,True,False,279,flat,Sarria-Sant Gervasi,12.186379928315413,3400.0
770,2,1,False,False,50,flat,Gràcia,15.4,760.0
1150,2,2,True,False,70,flat,Eixample,16.428571428571427,1150.0
775,3,2,True,False,77,flat,Sant Andreu,10.064935064935066,775.0
850,2,1,True,False,56,flat,Eixample,15.178571428571429,850.0
1050,2,1,True,False,71,flat,Eixample,14.788732394366198,1050.0
2500,3,2,True,False,185,flat,Sarria-Sant Gervasi,13.513513513513514,2500.0
775,1,1,True,False,49,flat,Gràcia,15.816326530612244,750.0
774,2,1,False,False,40,flat,Gràcia,19.35,774.0
1300,3,1,True,False,85,flat,Sarria-Sant Gervasi,15.294117647058824,1300.0
1250,1,1,True,False,95,flat,Sarria-Sant Gervasi,13.157894736842104,1250.0
690,1,1,True,False,48,flat,Ciutat Vella,14.375,685.0
3400,5,4,True,True,220,flat,Sarria-Sant Gervasi,15.454545454545457,3400.0
2900,4,3,True,True,138,flat,Sarria-Sant Gervasi,21.014492753623188,2700.0
825,3,2,True,True,85,flat,Sant Andreu,9.705882352941176,850.0
1100,3,1,False,False,73,flat,Sant Andreu,15.068493150684931,1100.0
813,3,1,True,True,69,flat,Horta- Guinardo,11.782608695652174,813.0
1100,1,1,True,True,60,flat,Horta- Guinardo,18.33333333333333,1100.0
1170,3,1,True,False,82,flat,Sarria-Sant Gervasi,14.268292682926829,1170.0
1175,2,2,False,False,80,flat,Sarria-Sant Gervasi,14.6875,1175.0
3850,5,3,True,False,277,apartment,Sarria-Sant Gervasi,13.898916967509026,3850.0
830,2,1,True,False,55,flat,Sarria-Sant Gervasi,15.090909090909092,830.0
2090,2,2,True,True,96,flat,Sarria-Sant Gervasi,21.77083333333333,2090.0
3164,5,3,True,True,274,apartment,Sarria-Sant Gervasi,11.547445255474452,3164.0
1200,1,1,True,False,55,apartment,Sarria-Sant Gervasi,21.818181818181817,1200.0
2900,4,3,True,False,250,flat,Sarria-Sant Gervasi,11.6,2900.0
1100,1,1,True,True,50,flat,Eixample,22.0,1100.0
924,4,1,False,False,90,flat,Eixample,10.266666666666667,924.0
2300,5,3,True,True,149,apartment,Sarria-Sant Gervasi,15.436241610738255,2300.0
1300,3,2,True,False,117,apartment,Sarria-Sant Gervasi,11.11111111111111,1300.0
1750,3,3,True,False,97,apartment,Sarria-Sant Gervasi,18.04123711340206,1750.0
925,2,1,True,True,86,flat,Horta- Guinardo,10.755813953488373,925.0
2095,3,2,True,True,138,flat,Sarria-Sant Gervasi,15.181159420289855,2095.0
1150,1,1,True,False,42,apartment,Eixample,27.38095238095238,1150.0
950,3,1,True,False,80,flat,Eixample,11.875,950.0
1250,4,2,True,False,120,flat,Les Corts,10.416666666666666,1250.0
1000,3,1,True,False,81,flat,Eixample,12.34567901234568,1000.0
1050,3,1,True,False,70,flat,Les Corts,15.0,1050.0
950,2,1,True,False,76,flat,Gràcia,12.5,950.0
850,1,1,True,True,35,flat,Gràcia,24.285714285714285,850.0
940,0,1,True,False,56,apartment,Les Corts,16.785714285714285,940.0
1000,2,1,True,False,56,flat,Eixample,17.857142857142858,1000.0
1050,2,1,True,True,58,attic,Eixample,18.103448275862068,1015.0
1450,4,3,True,False,169,flat,Eixample,8.579881656804734,1450.0
1250,2,1,True,True,65,flat,Gràcia,19.23076923076923,1250.0
950,2,1,True,False,56,flat,Sarria-Sant Gervasi,16.964285714285715,950.0
1200,3,2,True,False,95,flat,Sarria-Sant Gervasi,12.63157894736842,1200.0
2000,2,2,True,False,110,flat,Horta- Guinardo,18.181818181818183,2000.0
1935,3,2,True,True,130,flat,Sarria-Sant Gervasi,14.884615384615383,1935.0
805,2,1,False,False,59,flat,Ciutat Vella,13.64406779661017,805.0
2200,3,3,True,False,131,flat,Sarria-Sant Gervasi,16.793893129770993,2200.0
1050,1,1,True,True,70,apartment,Sarria-Sant Gervasi,15.0,1050.0
1150,2,1,True,False,88,flat,Eixample,13.068181818181818,1150.0
795,1,1,False,True,42,flat,Sants-Montjuïc,18.928571428571427,800.0
500,1,1,True,False,35,study,Gràcia,14.285714285714286,500.0
880,2,1,True,False,60,flat,Nou Barris,14.666666666666666,880.0
980,2,1,True,False,85,flat,Sant Martí,11.529411764705882,980.0
1600,3,2,True,True,72,attic,Gràcia,22.22222222222222,1600.0
1150,2,2,True,False,80,flat,Eixample,14.375,1150.0
850,3,1,True,False,48,flat,Eixample,17.708333333333332,850.0
750,1,1,False,False,50,flat,Ciutat Vella,15.0,750.0
745,1,1,False,False,56,flat,Eixample,13.303571428571429,750.0
2700,3,3,True,False,110,flat,Ciutat Vella,24.545454545454547,2700.0
1400,2,2,True,False,60,flat,Sarria-Sant Gervasi,23.33333333333333,1400.0
1650,2,1,True,True,76,flat,Eixample,21.71052631578948,1650.0
5200,4,4,True,True,398,attic,Sarria-Sant Gervasi,13.06532663316583,5200.0
3000,5,2,True,True,170,flat,Les Corts,17.647058823529413,3000.0
1272,1,1,True,False,65,flat,Eixample,19.56923076923077,1272.0
3800,2,2,True,True,105,flat,Ciutat Vella,36.19047619047619,3800.0
860,1,1,True,False,44,flat,Sarria-Sant Gervasi,19.545454545454547,860.0
1100,1,1,False,False,50,flat,Sarria-Sant Gervasi,22.0,1100.0
2450,3,2,True,False,150,flat,Les Corts,16.333333333333332,2450.0
2500,2,2,True,False,70,flat,Eixample,35.714285714285715,2500.0
1500,2,2,True,False,81,flat,Sarria-Sant Gervasi,18.51851851851852,1500.0
1000,1,1,True,False,49,flat,Sarria-Sant Gervasi,20.40816326530612,1000.0
3800,2,2,True,True,105,flat,Ciutat Vella,36.19047619047619,3800.0
2800,3,3,True,True,140,flat,Sarria-Sant Gervasi,20.0,2800.0
2000,2,2,True,False,95,flat,Ciutat Vella,21.05263157894737,2000.0
2800,1,1,True,True,70,flat,Ciutat Vella,40.0,2800.0
2950,5,3,True,True,300,flat,Les Corts,9.833333333333334,2950.0
10000,3,3,True,True,180,flat,Eixample,55.55555555555556,8500.0
1600,3,2,True,False,85,flat,Ciutat Vella,18.823529411764707,1600.0
1098,4,2,False,False,80,flat,Eixample,13.725,1098.0
1500,3,2,True,False,80,flat,Sarria-Sant Gervasi,18.75,1500.0
1079,2,1,True,False,76,flat,Eixample,14.197368421052632,1100.0
1800,1,1,True,False,58,flat,Ciutat Vella,31.03448275862069,1800.0
1260,2,1,False,False,99,flat,Eixample,12.727272727272728,1260.0
1280,3,2,True,False,80,flat,Sarria-Sant Gervasi,16.0,1280.0
890,3,1,False,False,69,flat,Sants-Montjuïc,12.898550724637682,899.0
900,1,1,False,False,46,flat,Eixample,19.565217391304348,900.0
2500,3,2,True,False,100,flat,Ciutat Vella,25.0,2500.0
2700,3,2,True,False,135,flat,Ciutat Vella,20.0,2700.0
1100,2,2,True,False,69,flat,Ciutat Vella,15.942028985507246,1100.0
5000,5,5,True,True,270,flat,Sarria-Sant Gervasi,18.51851851851852,5000.0
3200,3,2,True,False,140,flat,Sarria-Sant Gervasi,22.857142857142858,3200.0
975,1,1,True,False,60,flat,Sarria-Sant Gervasi,16.25,975.0
1050,1,1,False,False,52,flat,Sarria-Sant Gervasi,20.192307692307693,1050.0
1200,2,1,True,False,89,flat,Les Corts,13.48314606741573,1200.0
2300,5,3,True,True,130,flat,Sarria-Sant Gervasi,17.692307692307693,2300.0
2568,2,2,True,True,139,flat,Sarria-Sant Gervasi,18.47482014388489,2568.0
1089,3,1,True,False,84,flat,Sarria-Sant Gervasi,12.964285714285714,1089.0
1500,3,2,True,False,90,flat,Gràcia,16.666666666666668,1500.0
3250,4,3,True,True,184,flat,Sarria-Sant Gervasi,17.66304347826087,3250.0
2250,3,2,True,True,120,flat,Sarria-Sant Gervasi,18.75,2250.0
1350,2,1,False,False,45,flat,Ciutat Vella,30.0,1350.0
2500,3,3,True,True,170,flat,Sarria-Sant Gervasi,14.705882352941176,2500.0
3885,3,2,True,True,114,flat,Eixample,34.078947368421055,3885.0
1050,1,1,True,False,63,flat,Ciutat Vella,16.666666666666668,1050.0
3500,5,4,True,True,260,flat,Sarria-Sant Gervasi,13.461538461538462,3500.0
1300,1,1,True,True,30,flat,Gràcia,43.333333333333336,1300.0
1150,2,1,True,False,78,flat,Sarria-Sant Gervasi,14.743589743589745,1150.0
1400,3,2,True,True,82,flat,Eixample,17.073170731707318,1400.0
1950,2,1,True,True,73,flat,Les Corts,26.71232876712329,1950.0
9500,3,4,True,True,190,flat,Eixample,50.0,9500.0
3500,3,2,True,False,133,flat,Sarria-Sant Gervasi,26.31578947368421,3500.0
3000,5,3,True,True,220,flat,Les Corts,13.636363636363637,2975.0
15000,4,5,True,True,450,flat,Sarria-Sant Gervasi,33.333333333333336,15000.0
4600,3,2,True,True,114,flat,Eixample,40.35087719298246,4173.0
5300,5,5,True,False,240,flat,Sarria-Sant Gervasi,22.08333333333333,5300.0
1350,2,1,True,False,61,flat,Gràcia,22.131147540983605,1350.0
785,1,1,True,False,51,flat,Ciutat Vella,15.392156862745098,775.0
4200,5,4,True,True,250,flat,Eixample,16.8,4200.0
1100,1,2,True,False,65,flat,Sants-Montjuïc,16.923076923076923,1100.0
1787,3,2,True,False,129,flat,Sarria-Sant Gervasi,13.852713178294572,1787.0
6000,4,3,True,False,211,flat,Eixample,28.43601895734597,6000.0
1300,2,2,True,False,63,flat,Ciutat Vella,20.63492063492064,1300.0
3460,4,2,True,False,129,flat,Sarria-Sant Gervasi,26.82170542635659,3460.0
1890,2,2,True,True,68,flat,Sarria-Sant Gervasi,27.794117647058822,1890.0
1000,2,1,True,False,68,flat,Sarria-Sant Gervasi,14.705882352941176,1000.0
950,3,1,True,False,75,flat,Gràcia,12.666666666666666,950.0
1100,2,2,True,False,83,flat,Eixample,13.25301204819277,1100.0
1100,3,1,True,False,75,flat,Eixample,14.666666666666666,1100.0
750,0,1,False,False,35,study,Sarria-Sant Gervasi,21.428571428571427,750.0
1200,3,2,True,False,100,flat,Sarria-Sant Gervasi,12.0,1200.0
1400,4,2,True,False,150,flat,Eixample,9.333333333333334,1400.0
1090,2,1,True,False,60,flat,Ciutat Vella,18.166666666666668,1090.0
920,4,1,True,True,92,flat,Sant Andreu,10.0,920.0
650,0,1,True,False,47,study,Sants-Montjuïc,13.829787234042554,650.0
950,3,1,True,False,71,flat,Sant Andreu,13.380281690140846,950.0
1100,3,1,True,True,80,flat,Sarria-Sant Gervasi,13.75,1100.0
1250,3,2,True,False,90,flat,Eixample,13.88888888888889,1250.0
1050,2,2,True,False,80,flat,Les Corts,13.125,1050.0
1100,4,2,True,False,100,flat,Sants-Montjuïc,11.0,1100.0
1150,2,1,True,False,72,flat,Eixample,15.97222222222222,1150.0
950,4,2,True,False,82,flat,Eixample,11.585365853658535,950.0
825,2,1,True,True,70,flat,Ciutat Vella,11.785714285714286,825.0
850,3,1,True,True,67,flat,Sant Martí,12.686567164179104,850.0
3600,3,4,True,True,220,flat,Eixample,16.363636363636363,3600.0
695,3,1,False,False,60,flat,Horta- Guinardo,11.583333333333334,695.0
900,3,1,True,False,85,flat,Eixample,10.588235294117649,900.0
1100,3,2,False,False,81,flat,Sants-Montjuïc,13.580246913580249,1100.0
640,0,1,True,False,34,study,Sant Martí,18.823529411764707,640.0
830,2,1,True,False,60,flat,Sant Martí,13.833333333333334,830.0
850,3,1,True,False,70,flat,Sant Martí,12.142857142857142,850.0
1150,4,1,True,False,95,flat,Eixample,12.105263157894736,1150.0
1290,2,1,True,False,83,apartment,Les Corts,15.542168674698797,1280.0
700,1,1,True,False,42,apartment,Sant Martí,16.666666666666668,700.0
1050,2,2,True,False,62,flat,Ciutat Vella,16.93548387096774,1050.0
2300,4,2,True,False,125,flat,Les Corts,18.4,2300.0
